event-id,visible,timestamp,location-long,location-lat,location-error-numerical,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone,study-timezone,study-local-timestamp
1006443547,true,2009-11-06 15:15:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-06 09:15:00.000
1006443548,true,2009-11-09 16:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-09 10:00:00.000
1006443549,true,2009-11-10 02:41:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-09 20:41:00.000
1006443550,true,2009-11-11 06:05:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 00:05:00.000
1006443551,true,2009-11-11 07:01:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 01:01:00.000
1006443552,true,2009-11-11 08:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 02:00:00.000
1006443553,true,2009-11-11 08:59:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 02:59:00.000
1006443554,true,2009-11-11 09:57:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 03:57:00.000
1006443555,true,2009-11-11 11:03:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 05:03:00.000
1006443556,true,2009-11-11 12:05:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 06:05:00.000
1006443557,true,2009-11-11 13:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 07:00:00.000
1006443558,true,2009-11-11 13:56:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 07:56:00.000
1006443559,true,2009-11-11 22:20:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 16:20:00.000
1006443560,true,2009-11-11 23:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 17:00:00.000
1006443561,true,2009-11-11 23:58:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 17:58:00.000
1006443562,true,2009-11-12 01:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 19:00:00.000
1006443563,true,2009-11-12 02:01:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 20:01:00.000
1006443564,true,2009-11-12 03:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 21:00:00.000
1006443565,true,2009-11-12 04:01:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 22:01:00.000
1006443566,true,2009-11-12 05:03:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-11 23:03:00.000
1006443567,true,2009-11-12 06:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-12 00:00:00.000
1006443568,true,2009-11-12 21:10:00.000,-88.34338242573,40.15727067092627,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385590.99999994633,4446077.999999954,"16N","Central Standard Time",2009-11-12 15:10:00.000
1006443569,true,2009-11-13 15:40:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-13 09:40:00.000
1006443570,true,2009-11-16 21:50:00.000,-88.34317932910561,40.16126407323948,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385614.99999994447,4446520.999999956,"16N","Central Standard Time",2009-11-16 15:50:00.000
1006443571,true,2009-11-16 22:35:00.000,-88.34317932910561,40.16126407323948,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385614.99999994447,4446520.999999956,"16N","Central Standard Time",2009-11-16 16:35:00.000
1006443572,true,2009-11-17 21:30:00.000,-88.34317932910561,40.16126407323948,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385614.99999994447,4446520.999999956,"16N","Central Standard Time",2009-11-17 15:30:00.000
1006443573,true,2009-11-17 22:35:00.000,-88.34317932910561,40.16126407323948,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385614.99999994447,4446520.999999956,"16N","Central Standard Time",2009-11-17 16:35:00.000
1006443574,true,2009-11-18 20:32:00.000,-88.34330298498166,40.15562292066967,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385594.9999999453,4445894.999999955,"16N","Central Standard Time",2009-11-18 14:32:00.000
1006443575,true,2009-11-18 21:15:00.000,-88.3432907138689,40.155596035636,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385595.9999999448,4445891.999999955,"16N","Central Standard Time",2009-11-18 15:15:00.000
1006443576,true,2009-11-19 14:35:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-19 08:35:00.000
1006443577,true,2009-11-19 15:37:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-19 09:37:00.000
1006443578,true,2009-11-19 16:37:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-19 10:37:00.000
1006443579,true,2009-11-19 17:32:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-19 11:32:00.000
1006443580,true,2009-11-19 18:35:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-19 12:35:00.000
1006443581,true,2009-11-19 19:34:00.000,-88.34331652169594,40.155118251851825,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385592.99999994563,4445838.999999955,"16N","Central Standard Time",2009-11-19 13:34:00.000
1006443582,true,2009-11-19 20:35:00.000,-88.34312941548569,40.15515645925713,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385608.99999994494,4445842.999999955,"16N","Central Standard Time",2009-11-19 14:35:00.000
1006443583,true,2009-11-19 21:30:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-19 15:30:00.000
1006443584,true,2009-11-19 22:22:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-19 16:22:00.000
1006443585,true,2009-11-20 14:30:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-20 08:30:00.000
1006443586,true,2009-11-20 15:32:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-20 09:32:00.000
1006443587,true,2009-11-20 16:35:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-20 10:35:00.000
1006443588,true,2009-11-20 17:27:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-20 11:27:00.000
1006443589,true,2009-11-20 18:29:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-20 12:29:00.000
1006443590,true,2009-11-20 19:30:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-20 13:30:00.000
1006443591,true,2009-11-20 20:30:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-20 14:30:00.000
1006443592,true,2009-11-20 21:27:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-20 15:27:00.000
1006443593,true,2009-11-22 16:00:00.000,-88.3432902753663,40.15319060037834,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385591.999999945,4445624.999999956,"16N","Central Standard Time",2009-11-22 10:00:00.000
1006443594,true,2009-11-22 17:03:00.000,-88.34333660315865,40.155541448351684,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385591.99999994447,4445885.999999955,"16N","Central Standard Time",2009-11-22 11:03:00.000
1006443595,true,2009-11-22 18:05:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-22 12:05:00.000
1006443596,true,2009-11-22 19:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-22 13:00:00.000
1006443597,true,2009-11-22 20:02:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-22 14:02:00.000
1006443598,true,2009-11-22 20:57:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-22 14:57:00.000
1006443599,true,2009-11-22 22:00:00.000,-88.34347795584296,40.15675604163302,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385581.9999999448,4446020.999999955,"16N","Central Standard Time",2009-11-22 16:00:00.000
1006443600,true,2009-11-23 14:08:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-23 08:08:00.000
1006443601,true,2009-11-23 15:01:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-23 09:01:00.000
1006443602,true,2009-11-23 16:05:00.000,-88.34338508866595,40.1574057770582,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385590.9999999458,4446092.999999956,"16N","Central Standard Time",2009-11-23 10:05:00.000
1006443603,true,2009-11-23 17:03:00.000,-88.34334556699066,40.15837922219739,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385595.99999994633,4446200.999999954,"16N","Central Standard Time",2009-11-23 11:03:00.000
1006443604,true,2009-11-23 18:08:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-23 12:08:00.000
1006443605,true,2009-11-23 19:03:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-23 13:03:00.000
1006443606,true,2009-11-23 20:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-23 14:00:00.000
1006443607,true,2009-11-23 20:56:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-23 14:56:00.000
1006443608,true,2009-11-23 22:06:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-23 16:06:00.000
1006443609,true,2009-11-23 23:00:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-11-23 17:00:00.000
1006443610,true,2009-11-24 14:30:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-24 08:30:00.000
1006443611,true,2009-11-24 15:31:00.000,-88.34332508820853,40.154361384749514,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385590.99999994447,4445754.999999955,"16N","Central Standard Time",2009-11-24 09:31:00.000
1006443612,true,2009-11-24 16:28:00.000,-88.34332508820853,40.154361384749514,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385590.99999994447,4445754.999999955,"16N","Central Standard Time",2009-11-24 10:28:00.000
1006443613,true,2009-11-24 17:31:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-24 11:31:00.000
1006443614,true,2009-11-24 18:28:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-24 12:28:00.000
1006443615,true,2009-11-24 19:32:00.000,-88.34331401354042,40.155586756152964,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.99999994447,4445890.999999955,"16N","Central Standard Time",2009-11-24 13:32:00.000
1006443616,true,2009-11-24 20:25:00.000,-88.34329466555015,40.15460498451442,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385593.9999999443,4445781.999999956,"16N","Central Standard Time",2009-11-24 14:25:00.000
1006443617,true,2009-11-30 03:02:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-29 21:02:00.000
1006443618,true,2009-11-30 15:40:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 09:40:00.000
1006443619,true,2009-11-30 16:31:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 10:31:00.000
1006443620,true,2009-11-30 17:30:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 11:30:00.000
1006443621,true,2009-11-30 18:32:00.000,-88.34347795584296,40.15675604163302,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385581.9999999448,4446020.999999955,"16N","Central Standard Time",2009-11-30 12:32:00.000
1006443622,true,2009-11-30 19:33:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 13:33:00.000
1006443623,true,2009-11-30 20:28:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 14:28:00.000
1006443624,true,2009-11-30 21:30:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 15:30:00.000
1006443625,true,2009-11-30 22:31:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 16:31:00.000
1006443626,true,2009-11-30 23:26:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 17:26:00.000
1006443627,true,2009-12-01 00:30:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 18:30:00.000
1006443628,true,2009-12-01 01:28:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-11-30 19:28:00.000
1006443629,true,2009-12-01 21:15:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-12-01 15:15:00.000
1006443630,true,2009-12-01 22:15:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-12-01 16:15:00.000
1006443631,true,2009-12-01 23:15:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-12-01 17:15:00.000
1006443632,true,2009-12-02 00:15:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-12-01 18:15:00.000
1006443633,true,2009-12-02 17:45:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-12-02 11:45:00.000
1006443634,true,2009-12-02 19:30:00.000,-88.34330098642495,40.15671304946562,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385596.999999945,4446015.999999955,"16N","Central Standard Time",2009-12-02 13:30:00.000
1006443635,true,2009-12-02 20:30:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-12-02 14:30:00.000
1006443636,true,2009-12-02 21:32:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-12-02 15:32:00.000
1006443637,true,2009-12-02 22:36:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-12-02 16:36:00.000
1006443638,true,2009-12-03 13:30:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-12-03 07:30:00.000
1006443639,true,2009-12-03 14:31:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-12-03 08:31:00.000
1006443640,true,2009-12-03 15:35:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-12-03 09:35:00.000
1006443641,true,2009-12-03 16:30:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-12-03 10:30:00.000
1006443642,true,2009-12-03 17:28:00.000,-88.34311281091475,40.15669721444279,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385612.99999994563,4446013.999999957,"16N","Central Standard Time",2009-12-03 11:28:00.000
1006443643,true,2009-12-04 13:30:00.000,-88.34325648072836,40.153263065614794,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385594.9999999444,4445632.999999956,"16N","Central Standard Time",2009-12-04 07:30:00.000
1006443644,true,2009-12-04 14:28:00.000,-88.34329504402541,40.15402839516426,16.6,"radio-transmitter","Neovison vison","150.624","1","American mink (Neovison vison) space use in Illinois (data from Ahlers et al. 2015)",385592.9999999447,4445717.999999957,"16N","Central Standard Time",2009-12-04 08:28:00.000
